기준연도,시도코드,시도명,시군구코드,시군구명,분만_A취약지,분만_접근성취약인구비율(백분율),분만_TRI(백분율),소아청소년과_취약지,소아청소년과_접근성취약인구비율(백분율),소아청소년과_TRI(백분율),인공신장실_취약지,인공신장실_접근성취약인구비율(백분율),인공신장실_TRI(백분율),응급_취약지,가임여성인구(백분율),분만건수(건),인구수(명),노인인구비율(백분율),재정자립도(백분율),의료급여 수급자 비율(백분율),면적당종합병원(100제곱킬로미터당 개수),면적당병원(100제곱킬로미터당 개수),면적당의원(100제곱킬로미터당 개수)
2023,27,대구광역시,27290,달서구,,0,96.88564477,,0,96.35,,0,98.63415452,,21.30883832,2055,527781,17.76532312,21.1,4.200226988,9.619814586,43.28916564,658.9572992
2023,27,대구광역시,27710,달성군,,0,92.04406365,,0,83.73,,0,89.48728053,Y,21.48929351,1634,262084,15.3450802,29.3,2.933410662,0,1.634130577,29.41435038
2023,28,인천광역시,28110,중구,,2.249978166,64.52353617,,1.03,64.15,,0.266854344,78.48408143,Y,23.61567206,871,158958,15.67206432,39.5,3.02847293,1.424705869,2.849411738,49.86470541
2023,28,인천광역시,28140,동구,,0,91.37055838,,0,96.14,,0,98.97205648,,18.92505296,197,59482,25.62119633,13,4.448404559,27.59616968,27.59616968,593.3176482
2023,28,인천광역시,28177,미추홀구,,0,92.6215763,,0,87.15,,0,96.72752537,,21.41356421,1789,405995,19.67511915,14.2,4.255717435,8.051960169,56.36372118,893.7675787
2023,28,인천광역시,28185,연수구,,0,90.00984252,,0,81.58,,0,95.9923102,,24.3945201,2032,392416,12.16336745,30.9,2.042475332,3.559312886,10.67793866,428.8972028
2023,28,인천광역시,28200,남동구,,0,92.56689792,,0,82.73,,0,97.02543612,,22.05314623,2018,492415,17.35893504,19.6,4.179401521,3.481081654,24.36757158,644.0001059
2023,28,인천광역시,28237,부평구,,0,91.54493139,,0,86.43,,0,97.6698824,,22.43057607,2259,494138,17.65903452,16.9,4.12860375,9.373415541,31.24471847,1034.200181
2023,28,인천광역시,28245,계양구,,0,92.04864359,,0,90.02,,0,96.9832373,,21.24731505,1069,280266,16.78476876,16.6,3.153789614,4.389248051,19.75161623,379.6699564
2023,28,인천광역시,28260,서구,,0,89.31489629,,0,89.15,,0,96.23088698,,24.1278241,3182,624358,12.39417129,32,2.351215168,4.19968338,13.43898682,250.3011295
2023,28,인천광역시,28710,강화군,,25.14868665,25,,22.33,23.19,,7.571981223,79.38010634,Y,12.58169698,176,69005,37.23063546,12.3,4.166364756,0.24306811,0.48613622,5.104430309
2023,28,인천광역시,28720,옹진군,Y,95.14145424,1.851851852,Y,95.91,1.22,Y,93.59648675,0.874635569,Y,11.31668057,54,20377,31.59935221,8.7,2.301614565,0,0.578203061,1.734609184
2023,29,광주광역시,29110,동구,,0,95.03546099,,0,97.38,,0,97.86094036,,21.44883183,564,107176,22.61607076,15.6,4.743599313,6.083062343,16.22149958,247.3778686
2023,29,광주광역시,29140,서구,,0,94.48160535,,0,97.67,,0,96.33571898,,23.10707029,1196,283991,17.04103299,17,4.20259797,10.47280244,54.45857267,580.193255
2023,29,광주광역시,29155,남구,,0,95.10869565,,0,97.44,,0,98.52356384,,21.94604238,920,209646,20.26511357,14,4.227125726,6.561527108,24.60572665,250.9784119
2023,29,광주광역시,29170,북구,,0,95.58454591,,0,97.11,,0,98.11097069,,22.0487902,1993,421683,17.64500822,13.3,4.995221529,4.989161292,24.11427958,229.5014195
2023,29,광주광역시,29200,광산구,,0,95.52715655,,0,97.47,,0,96.44454753,,24.65134685,2191,396741,11.17933362,20.6,3.536564156,3.14338091,10.77730598,99.69008029
2023,30,대전광역시,30110,동구,,0,92.82560706,,0.02,94.96,,0,97.14519294,,20.34940357,906,217628,21.89102505,11.1,5.390390942,0.73156466,2.926258641,119.9766043
2023,30,대전광역시,30140,중구,,0,92.77978339,,0,91.47,,0,96.92653463,,20.61400365,831,223256,22.67844985,12.6,4.376590103,4.823755359,11.25542917,274.9540555
2023,30,대전광역시,30170,서구,,0,92.67764298,,0,93.81,,0,96.56888106,,24.29030161,2308,464634,15.39577388,16.8,2.919287009,3.13997466,26.1664555,468.9028826
2023,30,대전광역시,30200,유성구,,0,93.48030019,,0,93.56,,0,97.17332218,,24.90452371,2132,366845,11.42089984,28.7,1.759598741,0.566211418,7.92695985,124.5665119
2023,30,대전광역시,30230,대덕구,,0,92.88590604,,0,94.16,,0,97.99103825,,19.59223564,745,169853,19.45976815,14.4,4.566890193,2.909543985,8.728631956,157.1153752
2023,31,울산광역시,31110,중구,,0,92.30769231,,0,91.26,,0,96.59009699,,19.44380547,741,208668,18.9152146,16.9,2.592155961,5.404816996,18.91685949,297.2649348
2023,31,울산광역시,31140,남구,,0,93.21533923,,0,86.64,,0,97.55652752,,21.24355536,1356,307232,15.4108296,26.5,1.962035205,4.05297956,31.07284329,383.682065
2023,31,울산광역시,31170,동구,,0.013435602,94.85049834,,0.01,80.79,,0.019356132,97.53770671,,20.34645111,602,152287,16.60745829,19.2,2.230656589,2.772011724,2.772011724,238.3930083
2023,31,울산광역시,31200,북구,,0,94.80940795,,0,90.8,,0,96.85688962,,22.38852164,1233,216477,10.78497947,24.5,1.423245888,1.271039339,3.813118018,48.2994949
2023,31,울산광역시,31710,울주군,,0.403226057,81.35245902,,0,86.73,,0.001425063,88.71492792,,19.09523875,976,218997,18.38107371,32.5,2.265327836,0.131860539,0.791163231,10.68070362
2023,36,세종특별자치시,36110,세종특별자치시,,0,82.3853211,,0,82.15,,0,89.79791395,,25.6363754,2725,386525,11.01093073,57.2,1.141452687,0.430142386,1.075355965,49.2513032
2023,41,경기도,41111,수원시 장안구,,0,91.62702188,,0,87.33,,0,96.1573384,,22.71487065,1051,270849,15.77041082,46,1.822786866,2.999215012,11.99686005,443.8838218
2023,41,경기도,41113,수원시 권선구,,0,90.58116233,,0,86.98,,0,97.15713409,,23.76757053,1996,366167,13.70713363,46,1.582611213,2.119549457,16.95639565,353.9647593
2023,41,경기도,41115,수원시 팔달구,,0,90.72847682,,0,87.78,,0,97.58482564,,23.96444453,1057,197213,16.24233697,46,2.66615284,23.31892473,108.8216487,1951.016702
2023,41,경기도,41117,수원시 영통구,,0,91.50296939,,0,87.62,,0,97.33439092,,27.36400498,2189,363028,8.924655949,46,0.633835407,3.608430162,43.30116194,898.4991103
2023,41,경기도,41131,성남시 수정구,,0,93.01903899,,0,90.65,,0,96.49492872,,22.09102237,1103,235942,18.43758212,59.6,3.113053208,4.400148289,19.8006673,523.6176463
2023,41,경기도,41133,성남시 중원구,,0,93.25626204,,0,93.01,,0,96.65162417,,21.959421,1038,210848,18.57356959,59.6,2.508916376,3.785495159,11.35648548,586.7517497
2023,41,경기도,41135,성남시 분당구,,0,94.20156466,,0,90.97,,0,96.80141343,,25.0707781,2173,472957,14.84088405,59.6,1.156341908,5.733892284,18.63514992,746.83947
2023,41,경기도,41150,의정부시,,0,86.26609442,,0,86.27,,0,96.33993771,,22.3795973,2097,464213,17.68670847,22.6,2.880789638,6.131304212,20.84643432,361.7469485
2023,41,경기도,41171,안양시 만안구,,0,86.58536585,,0,86.8,,0,95.17104996,,21.28637325,1230,230664,19.21236084,39.6,2.156383311,5.470008063,13.67502016,363.7555362
2023,41,경기도,41173,안양시 동안구,,0,91.8294849,,0,89.13,,0,95.65945123,,24.0136817,1689,313996,14.55751029,39.6,0.943324119,4.558354689,50.14190158,1271.780958
2023,41,경기도,41190,부천시,,0,91.67145319,,0,88.15,,0,96.60022764,,22.3304033,3482,779968,17.22262965,31.1,2.241502215,11.22375066,48.63625285,1028.84381
2023,41,경기도,41210,광명시,,0,90.33168666,,0,93.78,,0,96.69046074,,23.08447271,1417,280197,16.72751671,36,1.794451761,5.191947196,18.17181519,586.6900332
2023,41,경기도,41220,평택시,,0,77.58323766,,0.01,70.67,,0,91.90720162,,22.56954902,3484,591022,13.1611006,45.8,1.879117867,0.872508191,3.490032764,65.43811432
2023,41,경기도,41250,동두천시,,0,77.71084337,,0,77.32,,0,89.54223082,,18.61191975,332,88626,24.11481958,13.9,5.040281633,0,1.045220075,43.89924316
2023,41,경기도,41271,안산시 상록구,,0,86.59254415,,0,76.97,,0,95.10138324,,22.25570152,1529,334867,14.27940048,37.2,3.138858114,3.448708449,12.07047957,212.0955696
2023,41,경기도,41273,안산시 단원구,,2.794296134,89.58573073,,1.33,79.6,,1.724572049,93.45414488,,22.49856508,1738,294441,13.43970439,37.2,2.418481122,3.046484439,16.24791701,237.6257862
2023,41,경기도,41281,고양시 덕양구,,0,90.61256961,,0,90.26,,0,96.04000692,,23.02382171,2514,496438,16.69090601,32.7,2.294546348,0.603866053,6.038660525,173.9134231
2023,41,경기도,41285,고양시 일산동구,,0,89.09090909,,0,86.07,,0,95.39113104,,23.58426184,1100,291597,15.5303381,32.7,1.693775999,6.670669958,21.67967736,298.5124806
2023,41,경기도,41287,고양시 일산서구,,0,90.74074074,,0,84.74,,0,96.57884988,,23.00154773,1080,286872,15.65541426,32.7,1.22458797,2.349443767,14.0966626,448.7437595
2023,41,경기도,41290,과천시,,0,90.57301294,,0,88.86,,0,89.0113798,,23.43580247,541,81000,14.53209877,45.3,0.861728395,0,0,139.3868154
2023,41,경기도,41310,구리시,,0,93.01143583,,0,92.38,,0,95.94053385,,22.40596922,787,187093,16.5741102,28.4,2.342685189,2.999513947,26.99562552,479.9222315
2023,41,경기도,41360,남양주시,,0.085764073,83.87201034,,0.04,83.54,,0.021275963,93.21461012,,22.59236752,3094,732265,16.65121233,30.6,1.934408991,0.436557522,3.929017695,81.41797779
2023,41,경기도,41370,오산시,,0,90.93264249,,0,92.12,,0,94.28822055,,23.9958895,1158,229656,11.74103877,33.9,1.578012331,4.684764251,23.42382126,238.9229768
2023,41,경기도,41390,시흥시,,0,88.78566689,,0,86.66,,0,94.62760804,,23.0216561,3014,519715,11.49572362,40,1.901426744,2.143831392,7.146104639,205.8078136
2023,41,경기도,41410,군포시,,0,89.51612903,,0,84.57,,0,96.53819647,,22.4201754,1364,261229,16.67846985,32.7,2.152134717,5.491711043,13.72927761,389.9114841
2023,41,경기도,41430,의왕시,,0,92.96875,,0,88.71,,0,95.76988711,,22.09794171,768,158870,16.66582741,35.7,1.217976962,0,1.850781137,127.7038985
2023,41,경기도,41450,하남시,,0,92.40780911,,0,82.23,,0,94.52782827,,24.5027451,1844,329861,14.42516696,51.5,1.284783591,0,7.528067869,246.2753631
2023,41,경기도,41461,용인시 처인구,,0.901475886,82.03483043,,0,88.17,,0,92.16874395,,21.30002142,1091,261488,17.0715291,47.9,1.675411491,0.42780046,1.49730161,21.81782346
2023,41,경기도,41463,용인시 기흥구,,0,91.91489362,,0,89.22,,0,94.38063869,,23.9508904,1880,436656,15.15082811,47.9,0.942160419,2.449778623,9.799114491,279.274763
2023,41,경기도,41465,용인시 수지구,,0,92.01773836,,0,86.59,,0,94.00467808,,25.10346509,1804,377422,14.56459878,47.9,0.342587343,0,11.87445191,512.9763227
2023,41,경기도,41480,파주시,,1.690344319,85.97785978,,0.91,85.45,,0.114619222,77.44003596,,22.50252635,2439,497753,15.72205491,30,2.260157146,0.296755529,2.225666465,30.86257498
2023,41,경기도,41500,이천시,,5.516496632,64.3728223,,0.04,15.3,,0,88.42851009,,21.52428207,1148,222098,16.61653865,43.9,2.073859287,0.216701193,1.083505964,24.4872348
2023,41,경기도,41550,안성시,,3.556913836,69.00921659,,0,68.25,,0,88.49539636,Y,19.71602992,868,189034,20.20324386,29.6,2.70903647,0.361331688,0.722663375,15.17593088
2023,41,경기도,41570,김포시,,0,85.12705531,,0,89.4,,0,92.91746345,,23.76915989,2676,486172,14.74827839,37.2,1.562821388,0.723075199,6.146139191,90.38439987
2023,41,경기도,41590,화성시,,0.983405496,84.07502131,,0.34,80.36,,0.003018489,84.57920604,,24.95833077,5865,944342,10.308024,61.1,0.931442211,0.428179032,2.711800533,63.08504398
2023,41,경기도,41610,광주시,,0.623016147,84,,0.03,79.75,,0,79.15530802,,21.75012839,1875,391377,16.3606957,36.6,1.324554074,0.23202484,0.69607452,35.73182537
2023,41,경기도,41630,양주시,,0,81.36915078,,0,78.66,,0,94.10643577,,21.70087977,1154,268026,17.22594077,26.7,2.751971824,0,1.932447123,33.81782466
2023,41,경기도,41650,포천시,,2.630027456,60.41237113,,2.77,58.49,,0.007297033,84.25407532,,16.38466959,485,143323,24.3247769,24.6,3.894699385,0.24178951,0.48357902,7.737264316
2023,41,경기도,41670,여주시,,10.92483642,58.83838384,,0.08,53.78,,0,78.93468658,Y,17.62752159,396,114412,25.25521798,21.5,3.615879453,0,0.328834915,8.385290323
2023,41,경기도,41800,연천군,Y,32.1297933,0.709219858,,25.94,0.15,,0.144121886,77.81797717,Y,14.34445941,141,41584,30.97826087,15,4.492112351,0,0.147506038,2.212590566
2023,41,경기도,41820,가평군,Y,30.6908234,25.40540541,Y,45.52,22.88,,2.95958029,41.81606025,Y,15.11026933,185,62302,30.0359539,20.5,4.728580142,0,0.237298039,2.966225492
2023,41,경기도,41830,양평군,Y,82.61678768,3.743315508,Y,51.65,3.69,,0.775615851,45.95741768,Y,15.89214136,374,125238,29.40321628,20.5,2.714032482,0,0.227837265,5.354175727
2023,43,충청북도,43111,청주시 상당구,,0.61847852,89.95680346,,0.03,88.94,,0.091303721,94.05109794,,21.41692634,926,200575,17.65274835,30.5,2.879222236,0.494728308,1.484184924,33.14679663
2023,43,충청북도,43112,청주시 서원구,,0,92.06161137,,0,89.13,,0,96.64743822,,21.42381724,844,186302,18.3449453,30.5,3.254930167,1.630339131,5.706186958,90.48382176
2023,43,충청북도,43113,청주시 흥덕구,,0,91.38034961,,0,87.38,,0,95.53395564,,23.83773863,1659,274594,13.06802042,30.5,1.700692659,1.004471456,5.02235728,90.40243103
2023,43,충청북도,43114,청주시 청원구,,0,88.45120859,,0,88.61,,0,97.27982219,,22.48188425,1117,190718,15.2229994,30.5,1.839889261,0.465098174,3.720785395,49.30040649
2023,43,충청북도,43130,충주시,,1.855447694,51.88679245,,0.42,57.16,,0.307044695,93.1731837,Y,18.07842986,848,207778,23.11216779,18.2,3.603846413,0.203405595,0.508513987,13.22136367
2023,43,충청북도,43150,제천시,,2.275245939,48.87063655,,2.33,47.05,,3.161505079,91.37139762,,17.17897906,487,130194,25.90134722,13.9,4.004024763,0.226559327,0.33983899,9.288932393
2023,43,충청북도,43720,보은군,Y,96.77700877,1.515151515,,0.76,15.05,,0.440745979,61.6514631,Y,10.73847146,66,31010,39.26797807,10.4,3.982586262,0,0.171155974,2.396183636
2023,43,충청북도,43730,옥천군,,4.844486023,78.44827586,,2.67,61.24,,0.237771005,77.94875465,Y,13.54646049,116,48891,34.0860281,10.7,3.851424598,0.186121557,0.186121557,5.397525166
2023,43,충청북도,43740,영동군,,2.303189388,6.12244898,Y,84.12,3.47,,4.709082808,81.44762846,Y,12.20500057,98,44195,36.56748501,8.2,4.127163706,0,0.118076785,3.069996413
2023,43,충청북도,43745,증평군,,0,63.36633663,,0,75.72,,0,92.03373946,,18.74399744,202,37484,20.52609113,15.7,3.113328353,0,0,25.67146517
2023,43,충청북도,43750,진천군,,0,26.51162791,,0,25.11,,0,82.85767581,Y,19.45301087,430,86254,18.4721868,26.4,2.219027523,0.245468408,0.490936816,9.818736311
2023,43,충청북도,43760,괴산군,Y,75.09335929,3.703703704,Y,74.77,8.12,,1.075927222,69.52759382,Y,9.931675321,54,36590,39.56272206,9.3,4.271658923,0,0.237526676,1.187633381
2023,43,충청북도,43770,음성군,,20.668115,17.00680272,,6.01,6.37,,0,85.38422692,Y,15.86370266,294,91183,25.02988496,23,4.626958973,0,0.38452472,8.844068554
2023,43,충청북도,43800,단양군,Y,65.32492361,16.66666667,Y,66.39,16.48,,4.430355574,57.62711864,Y,11.5086098,54,27701,36.3272084,11.4,4.335583553,0,0,0.89725963
2023,44,충청남도,44131,천안시 동남구,,0.086287631,89.9189919,,0.09,82.52,,0.032983834,96.93373627,,21.82780074,1111,256691,16.98851927,31.2,2.626504241,0.684318955,1.596744228,29.88192769
2023,44,충청남도,44133,천안시 서북구,,0,91.98094482,,0,87.34,,0,95.89335662,,25.03882104,2519,399268,10.5861226,31.2,1.598926035,0.5056601,10.61886211,114.7848428
2023,44,충청남도,44150,공주시,,0.106952749,64.93902439,,5.16,56.61,,0.289673054,83.2460887,Y,16.30396459,328,102104,29.87150356,13.2,3.950873619,0.115718816,0.115718816,7.290285406
2023,44,충청남도,44180,보령시,,2.132858909,21.57534247,,2.31,19.14,,2.153631528,87.63734061,Y,15.129683,292,95772,29.78427933,14.5,4.00534603,0.170398056,0.511194167,9.37189307
2023,44,충청남도,44200,아산시,,0,92.78567667,,0,87.38,,0,95.78721678,,22.57024373,1899,345796,14.36598457,34.9,2.305405499,0.184230465,1.473843716,27.81880015
2023,44,충청남도,44210,서산시,,1.195599626,65.22753792,,0.96,1.68,,1.489754587,92.45430495,Y,18.31533256,857,176011,20.92028339,23.5,1.899313111,0.269440577,0.404160865,11.18178393
2023,44,충청남도,44230,논산시,,1.001992657,31.42144638,,0.59,32.24,,1.377481492,83.84512236,,15.51850611,401,110423,30.29984695,12.1,5.563152604,0.179773689,0.539321067,13.66280036
2023,44,충청남도,44250,계룡시,,0,80.98159509,,0,86.2,,0,83.72786253,,22.96912165,163,46667,14.03989972,18.7,0.979278719,0,1.647598238,37.89475947
2023,44,충청남도,44270,당진시,,0.126564507,56.25,,0.11,17.03,,0.182395375,90.18918671,Y,18.01857876,800,170302,20.71085483,22.7,1.666451363,0.141718496,0.708592478,11.47919814
2023,44,충청남도,44710,금산군,,13.63489652,33.33333333,Y,79.98,12.22,,0.278263803,77.82432432,Y,12.79619907,108,50093,35.09272753,11.2,3.577346136,0,0.17324624,5.890372173
2023,44,충청남도,44760,부여군,,15.08492523,18.26923077,,14.46,10.37,,0.16657505,80.5381664,Y,11.9467287,104,61046,39.3670347,9.4,4.563771582,0,0.160088561,5.12283396
2023,44,충청남도,44770,서천군,,7.465652534,38.7755102,,12.32,5.31,,5.928087546,66.89242176,Y,11.51966773,98,49116,40.60184054,9.7,4.218584575,0,0.273131485,7.647681586
2023,44,충청남도,44790,청양군,,9.49593015,16.39344262,,27.85,10.69,,2.688623173,71.52326488,Y,11.49230973,61,30168,39.09771944,9.4,3.215327499,0,0.208658805,2.086588051
2023,44,충청남도,44800,홍성군,,0.164892747,22.22222222,,0.09,30.67,,0.295481067,92.06399137,Y,17.57926254,387,97524,26.65395185,14.1,2.90287519,0.223866933,0.223866933,11.19334664
2023,44,충청남도,44810,예산군,,0.529770632,16.36363636,,0.57,11.66,,0,90.07235403,Y,13.99162774,220,78354,34.17311177,12.1,3.325931031,0.184256644,0.552769931,7.186009108
2023,44,충청남도,44825,태안군,,30.28338664,31.25,,28.71,0.34,,13.20790411,65.97924065,Y,12.61516188,144,60784,35.75941037,12.1,2.969531456,0,0.193779938,5.619618207
2023,45,전라북도,45111,전주시 완산구,,0,93.52574103,,0,90.21,,0,96.66624394,,22.15766341,1282,327178,18.65253776,23.9,4.323334699,3.243530578,25.94824462,324.3530578
2023,45,전라북도,45113,전주시 덕진구,,0,94.1283293,,0,91.9,,0,97.51421416,,23.00561878,1652,315549,16.03237532,23.9,3.292040222,2.642743395,7.047315721,204.3721559
2023,45,전라북도,45130,군산시,,0.835362877,66.42636457,,0.41,29.46,,0.870531359,94.05313675,,19.143011,971,259980,21.94091853,15.9,4.453419494,0.502488667,2.261199004,41.45531507
2023,45,전라북도,45140,익산시,,0.008785175,78.57923497,,0,85.33,,0,93.849456,,19.05338547,915,270036,22.97693641,15.3,5.308181131,0.394795179,1.579180714,34.74197572
2023,45,전라북도,45180,정읍시,,0.560974993,8.463949843,,0.45,44.67,,0.455508684,88.30637452,Y,15.46323104,319,103620,30.79038796,9.6,5.808724185,0.144238574,0.721192868,10.3851773
2023,45,전라북도,45190,남원시,,2.254338234,10.40723982,,2,18.42,,0.494579674,87.76898654,Y,15.2967531,221,76781,31.42183613,8.6,5.966319793,0.132962326,0.265924653,7.312927955
2023,45,전라북도,45210,김제시,,0,67.67676768,,0,53.09,,0,88.07363809,Y,14.18887388,297,81430,34.32395923,10.1,6.813213803,0,0.732622617,9.52409402
2023,45,전라북도,45710,완주군,,3.176627566,89.1966759,,3.14,88.49,,4.168452505,88.93603936,,17.79058951,361,97827,24.72936919,16.3,4.553957496,0,0.365238909,6.330807756
2023,45,전라북도,45720,진안군,Y,83.57285842,8.571428571,,3.95,21.48,Y,77.35643274,10.81081081,Y,11.21193542,70,24465,38.55712242,7,4.765992234,0,0.253441345,1.267206724
2023,45,전라북도,45730,무주군,Y,51.05142262,0,Y,95.29,0,Y,48.4443851,28.05601709,Y,12.53709518,45,23251,36.78981549,7.2,4.154660015,0,0.158212105,1.740333151
2023,45,전라북도,45740,장수군,Y,87.15761765,1.960784314,,17.5,2.96,,79.35981263,30.75726141,Y,11.89534385,51,20983,38.26907497,7,4.856312253,0,0.187552367,1.312866566
2023,45,전라북도,45750,임실군,,10.92468307,26.5060241,,13.04,27.98,,5.416733838,39.63459555,Y,10.60255818,83,25956,39.90214209,7.7,5.027739251,0,0.334914892,2.344404247
2023,45,전라북도,45770,순창군,,22.14573854,20,,14.49,28.98,,0.003935923,82.87734399,Y,13.31639516,65,26764,36.53788671,8.1,4.558361979,0,0.403282295,3.226258359
2023,45,전라북도,45790,고창군,,0.182073015,10.31746032,,0.09,42.41,,0.316907608,85.13475378,Y,11.96135266,126,51750,38.33623188,7.9,4.600966184,0.164613897,0.329227794,4.773803007
2023,45,전라북도,45800,부안군,,13.89217862,2.962962963,,10.21,4.77,,4.818453121,77.72024122,Y,12.62935328,135,49187,37.11956411,8.8,4.757354586,0.202019299,1.010096494,4.848463172
2023,46,전라남도,46110,목포시,,0.015374227,81.02815178,,0.02,89.76,,0.037059685,95.36195498,,20.5261585,817,214156,19.82013112,18.7,4.881021312,9.665602345,40.59552985,245.5062996
2023,46,전라남도,46130,여수시,,2.023305737,60.6485539,,1.32,85.01,,2.886941225,91.78821207,,18.47064366,1141,271696,22.5012514,26.9,3.115982569,0.585555303,1.95185101,31.81517146
2023,46,전라남도,46150,순천시,,1.468249131,91.02072141,,0.31,90.19,,0.744484588,93.81543197,,20.86813333,1303,278137,18.16263208,19.7,2.351718757,0.658589087,2.744121195,15.91590293
2023,46,전라남도,46170,나주시,,12.3133638,61.63934426,,0.03,87.34,,0.072673775,91.51767656,Y,19.00372305,610,117377,24.07115534,15.2,3.972669262,0.328680445,0.493020668,10.84645469
2023,46,전라남도,46230,광양시,,0.163925603,88.98963731,,0.61,88,,0,96.49569232,,19.92388613,772,152666,15.49133402,22.6,2.065292862,0.43023352,1.075583799,12.90700559
2023,46,전라남도,46710,담양군,,2.270247289,87.16216216,,0.67,90.08,,0.195213817,92.08391055,Y,13.527869,148,45373,33.8813832,11.1,3.781984881,0,0.219744722,5.273873323
2023,46,전라남도,46720,곡성군,,18.1979453,23.40425532,,12.47,20.43,,4.576650216,57.87249031,Y,11.81564765,47,26905,39.30867868,8.7,5.341014681,0,0.365435083,2.375328038
2023,46,전라남도,46730,구례군,,11.38060988,19.51219512,,13.31,29.34,,1.631019495,51.61234397,Y,11.69696471,41,24314,38.02747388,7.7,5.030023855,0,0.45150341,2.483268753
2023,46,전라남도,46770,고흥군,,6.744843798,7.142857143,,6.06,15.39,,6.637896292,74.3752297,Y,10.04041693,126,61113,44.2802677,6.8,5.463649305,0.123889011,0.495556045,4.21222638
2023,46,전라남도,46780,보성군,Y,71.4980977,25.42372881,,19.24,23.42,,1.403785061,74.50874832,Y,10.75731041,59,37686,42.32871623,8.1,5.53255851,0,0.300935326,3.310288591
